TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
461591646-1-S52,461591646,52,1,0.883,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022139030450-s0052-s0052-0000000461591646-00624_dvm.pdf),3.725,3.2880000000000003,2720.298,3460.379,10.535,20.421,28.866,7.0,0.973
366580825-1-S14-55,366580825,14-55,1,0.883,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000366580825-00652_dvm.pdf),4.299,3.7199999999999998,2640.341,4981.106,11.484,13.296,13.622,12.0,1.108
278138619-1-S30,278138619,30,1,0.883,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020267090513-s0030-s0030-0000000278138619-00394_dvm.pdf),20.33,3.864,2118.944,7593.848,12.378,13.03,13.478,2.0,1.057
142087638-1-S30,142087638,30,1,0.883,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020267090513-s0030-s0030-0000000142087638-00394_dvm.pdf),20.364,4.4879999999999995,2120.131,1202.11,4.158,8.087,8.413,2.0,0.913
261135533-2-S14-60,261135533,14-60,2,0.883,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000261135533-00692_dvm.pdf),0.238,0.48,1738.712,493.976,0.962,11.533,14.467,191.0,1.325
387974148-1-S42-46,387974148,42-46,1,0.883,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0046-0000000387974148-00550_dvm.pdf),2.405,1.608,2474.721,1279.202,2.005,7.395,7.326,28.0,1.044
71221700-1-S1-65,71221700,1-65,1,0.883,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000071221700-00734_dvm.pdf),3.097,1.344,2989.028,3069.469,5.641,11.129,12.673,14.0,
258829450-1-S14-50,258829450,14-50,1,0.883,0.04,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000258829450-00611_dvm.pdf),1.835,2.544,2391.822,195.081,1.417,11.018,12.762,70.0,1.889
437144507-1-S61,437144507,61,1,0.883,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000437144507-00699_dvm.pdf),7.304,5.376,2963.752,7722.206,9.164,29.099,37.183,3.0,
106224627-1-S55,106224627,55,1,0.883,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000106224627-00651_dvm.pdf),3.342,2.16,2797.154,15592.593,11.263,13.905,19.648,8.0,1.043
470127886-1-S60,470127886,60,1,0.883,0.031,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000470127886-00690_dvm.pdf),5.716,4.008,2937.486,12245.022,13.617,90.452,91.251,3.0,0.871
402219289-1-S66,402219289,66,1,0.883,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000402219289-00749_dvm.pdf),2.197,2.952,3098.302,8994.692,14.197,12.325,14.53,11.0,1.1
284454822-2-S14-60,284454822,14-60,2,0.883,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000284454822-00692_dvm.pdf),17.705,4.247999999999999,2580.625,1283.706,2.859,10.566,11.744,18.0,0.983
153896150-1-S14-55,153896150,14-55,1,0.883,0.027,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000153896150-00652_dvm.pdf),2.788,1.56,2581.339,3228.24,7.883,16.534,20.568,18.0,1.066
233951353-1-S14-55,233951353,14-55,1,0.883,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000233951353-00652_dvm.pdf),22.093,7.055999999999999,1695.407,493.295,3.248,13.31,14.527,9.0,1.077
400430915-1-S56,400430915,56,1,0.883,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000400430915-00661_dvm.pdf),2.186,3.96,2826.32,2877.553,10.811,11.716,14.832,11.0,0.91
347357977-1-S61,347357977,61,1,0.882,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000347357977-00699_dvm.pdf),12.679,4.151999999999999,2972.738,2384.835,5.148,11.495,12.912,2.0,1.117
420174131-1-S14-60,420174131,14-60,1,0.882,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000420174131-00692_dvm.pdf),3.664,1.536,2827.806,4051.106,9.922,10.249,13.499,24.0,1.03
38571020-1-S1-39,38571020,1-39,1,0.882,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000038571020-00493_dvm.pdf),12.288,4.824,1325.975,290.097,2.641,14.985,15.867,46.0,0.968
207425167-2-S14-55,207425167,14-55,2,0.882,0.035,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000207425167-00652_dvm.pdf),96.664,5.376,1909.51,4780.051,5.092,18.081,19.881,2.0,1.031
229639351-1-S56,229639351,56,1,0.882,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000229639351-00661_dvm.pdf),2.867,2.3520000000000003,2828.083,7152.481,9.431,11.845,13.236,9.0,
235943205-1-S14-41,235943205,14-41,1,0.882,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000235943205-00512_dvm.pdf),121.346,6.6240000000000006,1827.024,1939.353,4.537,14.518,18.416,2.0,0.871
143271144-1-S1-36,143271144,1-36,1,0.882,0.085,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000143271144-00471_dvm.pdf),1.353,1.488,1469.176,15899.014,14.69,16.244,17.874,51.0,1.169
309292963-1-S63,309292963,63,1,0.882,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000309292963-00712_dvm.pdf),9.423,4.968,3016.71,4493.428,11.444,17.016,19.0,3.0,1.024
33651215-1-S63,33651215,63,1,0.881,0.087,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000033651215-00712_dvm.pdf),1.387,2.616,3015.053,16378.359,16.033,23.646,43.796,18.0,1.056
80778619-1-S64,80778619,64,1,0.881,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000080778619-00720_dvm.pdf),1.648,2.04,3042.748,3454.173,9.467,15.385,19.425,17.0,1.648
231912935-1-S1-36,231912935,1-36,1,0.881,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000231912935-00471_dvm.pdf),26.285,3.168,1334.4,993.174,3.516,9.492,9.874,4.0,0.964
278196907-1-S1-65,278196907,1-65,1,0.881,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000278196907-00728_dvm.pdf),1.177,1.464,2963.18,811.493,2.279,8.369,9.729,64.0,0.967
221882319-1-S66,221882319,66,1,0.881,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000221882319-00749_dvm.pdf),5.189,5.4,3102.651,9795.154,18.282,33.112,49.531,4.0,0.867
99572130-1-S14-60,99572130,14-60,1,0.881,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000099572130-00692_dvm.pdf),4.85,4.992,2584.38,6852.335,17.441,21.261,27.832,13.0,1.046
233182695-1-S14-23,233182695,14-23,1,0.881,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000233182695-00328_dvm.pdf),6.384,1.92,1684.427,338.417,2.176,9.166,9.605,18.0,0.926
288242606-1-S14-60,288242606,14-60,1,0.881,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000288242606-00692_dvm.pdf),7.496,5.664,2581.909,7890.302,12.892,46.692,60.038,28.0,3.196
260417932-1-S65,260417932,65,1,0.881,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000260417932-00727_dvm.pdf),19.279,2.952,3072.423,1354.306,2.653,8.108,7.693,2.0,0.848
30828562-1-S8,30828562,8,1,0.88,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019033200935-s0008-s0008-0000000030828562-00182_dvm.pdf),3.112,2.448,1520.11,6343.203,18.923,187.648,205.093,6.0,0.923
31656385-1-S1-36,31656385,1-36,1,0.88,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000031656385-00464_dvm.pdf),22.823,7.151999999999999,2073.342,8400.402,14.867,29.203,37.874,3.0,1.084
365673804-1-S56,365673804,56,1,0.88,0.041,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000365673804-00661_dvm.pdf),10.391,3.096,2835.109,418.405,2.631,8.231,9.324,2.0,1.046
307210830-2-S35,307210830,35,2,0.88,0.073,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021040113508-s0035-s0035-0000000307210830-00453_dvm.pdf),7.451,0.8639999999999999,2256.827,1868.49,1.715,10.093,12.877,3.0,1.132
31852980-1-S1-3,31852980,1-3,1,0.88,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0003-0000000031852980-00129_dvm.pdf),7.414,4.008,1327.135,436.155,2.328,9.869,10.819,11.0,
358613376-1-S53,358613376,53,1,0.88,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022164114449-s0053-s0053-0000000358613376-00640_dvm.pdf),8.27,3.84,2744.141,17473.449,12.94,26.86,41.171,4.0,0.995
233617847-1-S14-41,233617847,14-41,1,0.88,0.041,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000233617847-00512_dvm.pdf),15.517,5.88,1683.965,801.08,2.902,13.653,16.591,20.0,1.013
229455001-1-S14-19,229455001,14-19,1,0.88,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000229455001-00280_dvm.pdf),22.347,2.88,1701.922,467.14,2.539,9.726,10.652,6.0,1.057
219436394-1-S47,219436394,47,1,0.88,0.081,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000219436394-00560_dvm.pdf),23.664,1.944,2581.976,1390.161,3.169,8.522,8.384,2.0,0.891
220318793-1-S45,220318793,45,1,0.88,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021311000057-s0045-s0045-0000000220318793-00542_dvm.pdf),1.388,1.344,2526.402,16831.481,13.734,21.206,26.762,17.0,1.027
356871098-1-S14-55,356871098,14-55,1,0.88,0.084,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000356871098-00652_dvm.pdf),1.027,0.984,1683.82,863.091,1.376,11.642,13.954,440.0,1.329
287139872-2-S14-55,287139872,14-55,2,0.88,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000287139872-00652_dvm.pdf),32.716,3.792,1704.631,1645.113,2.192,8.152,8.321,17.0,1.345
406318573-1-S27,406318573,27,1,0.879,0.036,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020187183116-s0027-s0027-0000000406318573-00362_dvm.pdf),5.178,3.096,2036.462,6452.696,11.502,9.064,11.336,5.0,1.029
287196418-1-S21,287196418,21,1,0.879,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020021221522-s0021-s0021-0000000287196418-00293_dvm.pdf),3.695,4.464,1872.655,7726.767,14.762,49.07,70.48,7.0,1.081
219489550-1-S14-55,219489550,14-55,1,0.879,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000219489550-00652_dvm.pdf),3.882,2.688,2667.344,3177.345,9.536,10.281,11.002,9.0,1.105
308994098-2-S1-65,308994098,1-65,2,0.879,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000308994098-00734_dvm.pdf),41.017,8.184000000000001,1345.443,238.376,2.428,10.207,11.906,11.0,0.99
310294189-1-S37,310294189,37,1,0.879,0.033,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021092173506-s0037-s0037-0000000310294189-00478_dvm.pdf),4.879,4.968,2309.345,6401.373,7.246,9.974,10.909,5.0,0.926
375223080-1-S39,375223080,39,1,0.879,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000375223080-00491_dvm.pdf),1.482,2.16,2362.226,1993.756,13.466,23.289,35.799,18.0,1.098
394657039-1-S13,394657039,13,1,0.879,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019170095531-s0013-s0013-0000000394657039-00223_dvm.pdf),3.762,4.032,1656.006,11370.452,17.445,91.952,101.077,7.0,1.074
242389810-1-S65,242389810,65,1,0.879,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000242389810-00727_dvm.pdf),3.027,3.84,3071.533,21518.626,22.393,26.583,39.301,7.0,1.03
66356824-1-S29,66356824,29,1,0.878,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020239173514-s0029-s0029-0000000066356824-00382_dvm.pdf),1.777,1.56,2089.84,3259.01,7.725,9.504,13.587,11.0,1.181
38571020-1-S1-6,38571020,1-6,1,0.878,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019114105919-s0001-s0006-0000000038571020-00196_dvm.pdf),12.289,4.536,1325.965,339.465,2.493,8.061,9.0,12.0,0.968
453060368-1-S62,453060368,62,1,0.878,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000453060368-00706_dvm.pdf),9.627,3.4559999999999995,2994.033,17226.297,11.611,32.195,38.677,3.0,2.501
77156829-2-S32,77156829,32,2,0.878,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020325171311-s0032-s0032-0000000077156829-00419_dvm.pdf),7.389,0.72,2175.777,1231.112,1.223,7.316,7.468,4.0,1.087
461968320-1-S63,461968320,63,1,0.878,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000461968320-00712_dvm.pdf),12.208,2.856,3018.157,8165.859,11.413,24.21,27.489,2.0,0.863
219698776-1-S40,219698776,40,1,0.878,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000219698776-00503_dvm.pdf),4.659,0.96,2393.13,1995.952,2.568,7.26,8.315,6.0,1.176
144276942-1-S29,144276942,29,1,0.878,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020239173514-s0029-s0029-0000000144276942-00382_dvm.pdf),1.535,0.648,2088.337,2842.692,4.107,8.586,11.623,13.0,1.125
103195323-1-S14-60,103195323,14-60,1,0.878,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000103195323-00692_dvm.pdf),5.59,5.424,1984.066,5619.229,15.182,67.016,96.39,22.0,0.984
236934268-1-S14-26,236934268,14-26,1,0.878,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000236934268-00353_dvm.pdf),7.077,2.592,1742.461,693.931,2.796,8.503,9.684,10.0,1.038
278668358-1-S56,278668358,56,1,0.878,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000000278668358-00661_dvm.pdf),5.014,4.824,2827.95,4138.437,11.056,10.611,13.429,6.0,1.041
349071261-1-S44,349071261,44,1,0.878,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021285162058-s0044-s0044-0000000349071261-00536_dvm.pdf),2.788,1.7279999999999998,2501.267,8077.673,15.21,56.892,60.373,8.0,1.119
116483734-1-S14-55,116483734,14-55,1,0.878,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000116483734-00652_dvm.pdf),4.732,0.648,1739.29,3823.06,4.096,24.662,30.913,23.0,2.341
242190195-1-S65,242190195,65,1,0.878,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000242190195-00727_dvm.pdf),4.075,1.56,3072.612,9805.972,10.037,8.659,10.572,4.0,0.926
326662822-1-S1-65,326662822,1-65,1,0.877,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000326662822-00728_dvm.pdf),4.045,5.208,3044.781,16367.723,13.246,24.669,34.383,13.0,18.03
61710094-1-S1-36,61710094,1-36,1,0.877,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000061710094-00471_dvm.pdf),1.839,1.344,1326.241,1049.879,1.907,8.578,9.478,22.0,1.306
160077104-1-S14-26,160077104,14-26,1,0.877,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000160077104-00353_dvm.pdf),11.812,3.4799999999999995,1688.988,186.498,1.949,7.844,7.763,11.0,1.043
198356533-1-S49,198356533,49,1,0.877,0.035,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000198356533-00585_dvm.pdf),9.436,6.0,2642.753,438.416,2.601,9.664,10.296,2.0,1.06
294324819-1-S1-36,294324819,1-36,1,0.877,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000294324819-00471_dvm.pdf),6.823,6.5040000000000004,1498.263,231.014,3.647,9.434,11.127,20.0,1.108
420114036-1-S50,420114036,50,1,0.877,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022085182052-s0050-s0050-0000000420114036-00597_dvm.pdf),4.374,5.5200000000000005,2667.863,8050.575,18.746,16.751,21.978,4.0,1.017
404713783-1-S42,404713783,42,1,0.877,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0042-0000000404713783-00517_dvm.pdf),15.072,4.5600000000000005,2449.736,791.135,3.33,9.516,7.789,2.0,1.189
240989628-1-S58,240989628,58,1,0.877,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000240989628-00672_dvm.pdf),20.15,1.32,2886.868,5401.641,7.069,11.121,11.739,2.0,1.177
166648874-2-S14-50,166648874,14-50,2,0.877,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000166648874-00611_dvm.pdf),8.196,1.488,1905.228,4699.534,2.766,7.978,10.672,6.0,1.149
141527579-1-S1-3,141527579,1-3,1,0.877,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0003-0000000141527579-00129_dvm.pdf),15.088,2.136,1328.943,2041.062,1.931,9.512,9.503,6.0,1.221
72985822-1-S37,72985822,37,1,0.877,0.039,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021092173506-s0037-s0037-0000000072985822-00478_dvm.pdf),3.864,2.136,2310.244,7337.033,13.793,22.129,23.543,5.0,1.063
420049884-1-S31,420049884,31,1,0.877,0.078,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020296001112-s0031-s0031-0000000420049884-00411_dvm.pdf),4.105,3.6239999999999997,2145.956,1002.506,5.007,9.21,11.21,5.0,
141677268-1-S14-60,141677268,14-60,1,0.877,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000141677268-00692_dvm.pdf),22.438,6.696000000000001,2918.196,1299.017,8.147,11.842,12.522,2.0,1.029
181422954-1-S1-65,181422954,1-65,1,0.877,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000181422954-00734_dvm.pdf),2.601,2.928,2963.061,5706.925,8.861,15.294,17.754,16.0,0.909
233953967-1-S14-55,233953967,14-55,1,0.876,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000233953967-00652_dvm.pdf),5.54,8.303999999999998,2424.692,3016.176,19.581,26.657,36.394,9.0,0.972
317597583-1-S52,317597583,52,1,0.876,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022139030450-s0052-s0052-0000000317597583-00624_dvm.pdf),12.048,2.04,2726.279,650.109,2.134,7.93,7.617,2.0,0.977
219175972-1-S33,219175972,33,1,0.876,0.03,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020353052510-s0033-s0033-0000000219175972-00430_dvm.pdf),12.895,2.616,2212.022,4091.094,3.026,7.702,7.841,2.0,1.233
